"GeneID","Symbol","Synonyms","chromosome","Ensembl","HGNC","MIM"
"26582","DUX3","-","-","","HGNC:3081","611443"
"26584","DUX1","-","10","","HGNC:3079","611441"
"26585","GREM1","C15DUPq|CKTSF1B1|CRAC1|CRCS4|DAND2|DRM|DUP15q|GREMLIN|HMPS|HMPS1|IHG-2|MPSH|PIG2","15","ENSG00000166923","HGNC:2001","603054"
"26586","CKAP2","LB1|TMAP|se20-10","13","ENSG00000136108","HGNC:1990","611569"
"26589","MRPL46","C15orf4|LIECG2|P2ECSL|mL46","15","ENSG00000259494","HGNC:1192","611851"
"26595","OR8B2","OR11-309|OR11-310","11","ENSG00000284680","HGNC:8471",""
"26608","TBL2","WBSCR13|WS-betaTRP","7","ENSG00000106638","HGNC:11586","605842"
"26609","VCX","VCX-10r|VCX-B1|VCX1|VCX10R|VCXB1","X","ENSG00000182583","HGNC:12667","300229"
"26610","ELP4","AN|AN2|C11orf19|PAX6NEB|PAXNEB|dJ68P15A.1|hELP4","11","ENSG00000109911","HGNC:1171","606985"
"26648","OR7E24","HSHT2|OR19-8|OR7E24P|OR7E24Q","19","ENSG00000237521","HGNC:8396",""
"26658","OR7C2","CIT-HSP-87M17|OR19-18|OR7C3","19","ENSG00000127529","HGNC:8374",""
"26659","OR7A5","HTPCR2","19","ENSG00000188269","HGNC:8368",""
"26664","OR7C1","CIT-HSP-146E8|HSTPCR86P|OR19-5|OR7C4|TPCR86","19","ENSG00000127530","HGNC:8373",""
"26683","OR4F3","-","5","ENSG00000230178","HGNC:8300",""
"26686","OR4E2","OR14-42","14","ENSG00000221977","HGNC:8297",""
"26687","OR4E1","OR4E1P","14","ENSG00000276240","HGNC:8296",""
"26689","OR4D1","OR17-23|OR4D3|OR4D4P|TPCR16","17","ENSG00000141194","HGNC:8293",""
"26692","OR2W1","hs6M1-15","6","ENSG00000204704","HGNC:8281",""
"26693","OR2V1","OR2V1P|OST265","5","ENSG00000185372","HGNC:8280",""
"26696","OR2T1","OR1-25","1","ENSG00000175143","HGNC:8277",""
"26707","OR2J2","OR6-19|OR6-8|OR6.3.8|ORL684|dJ80I19.4|hs6M1-6","6","ENSG00000204700","HGNC:8260",""
"26716","OR2H1","6M1-16|HS6M1-16|OLFR42A-9004-14|OLFR42A-9004.14/9026.2|OR2H6|OR2H8|OR6-2|dJ994E9.4","6","ENSG00000204688","HGNC:8252",""
"26735","OR1L3","OR9-28|OR9-D","9","ENSG00000171481","HGNC:8215",""
"26737","OR1L1","HG23|OR1L2|OR9-27|OR9-C","9","ENSG00000173679","HGNC:8213",""
"26740","OR1J2","HG152|HSA5|OR1J3|OR1J5|OR9-19|OST044","9","ENSG00000197233","HGNC:8209",""
"26747","NUFIP1","NUFIP|Rsa1|bA540M5.1","13","ENSG00000083635","HGNC:8057","604354"
"26748","GAGE12I","AL4|CT4.7|GAGE-7B|GAGE7B","X","","HGNC:4105","300637"
"26749","GAGE2E","GAGE-2E|GAGE8","X","","HGNC:31960","300736"
"26750","RPS6KC1","RPK118|RSKL1|S6K-delta-1|S6PKh1|humS6PKh1","1","ENSG00000136643","HGNC:10439","617517"
"26751","SH3YL1","RAY","2","ENSG00000035115","HGNC:29546","617314"
"26762","HAVCR1","CD365|HAVCR|HAVCR-1|KIM-1|KIM1|TIM|TIM-1|TIM1|TIMD-1|TIMD1","5","ENSG00000113249","HGNC:17866","606518"
"26872","STEAP1","PRSS24|STEAP","7","ENSG00000164647","HGNC:11378","604415"
"26873","OPLAH","5-Opase|OPLA|OPLAHD","8","ENSG00000178814","HGNC:8149","614243"
"26952","SMR3A","P-B1|PBI|PRL5|PROL5","4","ENSG00000109208","HGNC:19216","618340"
"26953","RANBP6","-","9","ENSG00000137040","HGNC:9851",""
"26958","COPG2","2-COP|gamma-2-COP","7","ENSG00000158623","HGNC:2237","604355"
"26959","HBP1","-","7","ENSG00000105856","HGNC:23200","616714"
"26960","NBEA","BCL8B|LYST2|NEDEGE","13","ENSG00000172915","HGNC:7648","604889"
"26973","CHORDC1","CHP1","11","ENSG00000110172","HGNC:14525","604353"
"26974","ZNF285","ZNF285A","19","ENSG00000267508","HGNC:13079",""
"26984","SEC22A","SEC22L2","3","ENSG00000121542","HGNC:20260","612442"
"26985","AP3M1","-","10","ENSG00000185009","HGNC:569","610366"
"26986","PABPC1","PAB1|PABP|PABP1|PABPC2|PABPL1","8","ENSG00000070756","HGNC:8554","604679"
"26993","AKAP8L","HA95|HAP95|NAKAP|NAKAP95","19","ENSG00000011243","HGNC:29857","609475"
"26994","RNF11","CGI-123|SID1669","1","ENSG00000123091","HGNC:10056","612598"
"26995","TRUB2","CLONE24922","9","ENSG00000167112","HGNC:17170","610727"
"26996","GPR160","GPCR1|GPCR150","3","ENSG00000173890","HGNC:23693",""
"26998","FETUB","16G2|Gugu|IRL685","3","ENSG00000090512","HGNC:3658","605954"
"26999","CYFIP2","DEE65|EIEE65|PIR121","5","ENSG00000055163","HGNC:13760","606323"
"27000","DNAJC2","MPHOSPH11|MPP11|ZRF1|ZUO1","7","ENSG00000105821","HGNC:13192","605502"
"27005","USP21","USP16|USP23","1","ENSG00000143258","HGNC:12620","604729"
"27006","FGF22","-","19","ENSG00000070388","HGNC:3679","605831"
"27010","TPK1","HTPK1|PP20|THMD5","7","ENSG00000196511","HGNC:17358","606370"
"27012","KCNV1","HNKA|KCNB3|KV2.3|KV8.1","8","ENSG00000164794","HGNC:18861","608164"
"27013","CNPPD1","C2orf24|CGI-57","2","ENSG00000115649","HGNC:25220",""
"27018","BEX3","Bex|DXS6984E|HGR74|Hero20|NADE|NGFRAP1","X","ENSG00000166681","HGNC:13388","300361"
"27019","DNAI1","CILD1|DIC1|ICS1|PCD|oda6","9","ENSG00000122735","HGNC:2954","604366"
"27020","NPTN","GP55|GP65|SDFR1|SDR1|np55|np65","15","ENSG00000156642","HGNC:17867","612820"
"27022","FOXD3","AIS1|Genesis|HFH2|VAMAS2","1","ENSG00000187140","HGNC:3804","611539"
"27023","FOXB1","FKH5|HFKH-5","15","ENSG00000171956","HGNC:3799","619961"
"27030","MLH3","HNPCC7","14","ENSG00000119684","HGNC:7128","604395"
"27031","NPHP3","CFAP31|MKS7|NPH3|RHPD|RHPD1|SLSN3","3","ENSG00000113971","HGNC:7907","608002"
"27032","ATP2C1","ATP2C1A|BCPM|HHD|PMR1|SPCA1|hSPCA1","3","ENSG00000017260","HGNC:13211","604384"
"27033","ZBTB32","FAXF|FAZF|Rog|TZFP|ZNF538|mynn","19","ENSG00000011590","HGNC:16763","605859"
"27034","ACAD8","ACAD-8|ARC42|IBDH","11","ENSG00000151498","HGNC:87","604773"
"27035","NOX1","GP91-2|MOX1|NOH-1|NOH-1L|NOH1","X","ENSG00000007952","HGNC:7889","300225"
"27036","SIGLEC7","AIRM-1|AIRM1|CD328|CDw328|D-siglec|QA79|SIGLEC-7|SIGLEC19P|SIGLECP2|p75|p75/AIRM1","19","ENSG00000168995","HGNC:10876","604410"
"27037","TRMT2A","HTF9C","22","ENSG00000099899","HGNC:24974","611151"
"27039","PKD2L2","TRPP5","5","ENSG00000078795","HGNC:9012","604669"
"27040","LAT","IMD52|LAT1|pp36","16","ENSG00000213658","HGNC:18874","602354"
"27042","UTP25","C1orf107|DEF|DIEXF|DJ434O14.5","1","ENSG00000117597","HGNC:28440","619663"
"27043","PELP1","MNAR|P160","17","ENSG00000141456","HGNC:30134","609455"
"27044","SND1","TDRD11|TSN|Tudor-SN|p100","7","ENSG00000197157","HGNC:30646","602181"
"27063","ANKRD1","ALRP|C-193|CARP|CVARP|MCARP|bA320F15.2","10","ENSG00000148677","HGNC:15819","609599"
"27065","NSG1","D4S234|D4S234E|NEEP21|P21","4","ENSG00000168824","HGNC:18790","607645"
"27067","STAU2","39K2|39K3","8","ENSG00000040341","HGNC:11371","605920"
"27068","PPA2","HSPC124|SCFAI|SCFI|SID6-306","4","ENSG00000138777","HGNC:28883","609988"
"27069","GHITM","DERP2|HSPC282|MICS1|My021|PTD010|TMBIM5","10","ENSG00000165678","HGNC:17281","619205"
"27071","DAPP1","BAM32","4","ENSG00000070190","HGNC:16500","605768"
"27072","VPS41","HVPS41|HVSP41|SCAR29|hVps41p","7","ENSG00000006715","HGNC:12713","605485"
"27074","LAMP3","CD208|DC LAMP|DC-LAMP|DCLAMP|LAMP|LAMP-3|TSC403","3","ENSG00000078081","HGNC:14582","605883"
"27075","TSPAN13","NET-6|NET6|TM4SF13","7","ENSG00000106537","HGNC:21643","613139"
"27076","LYPD3","C4.4A","19","ENSG00000124466","HGNC:24880","609484"
"27077","B9D1","B9|EPPB9|JBTS27|MKS9|MKSR-1|MKSR1","17","ENSG00000108641","HGNC:24123","614144"
"27079","RPUSD2","C15orf19|C18B11|PUS9","15","ENSG00000166133","HGNC:24180",""
"27085","MTBP","MDM2BP","8","ENSG00000172167","HGNC:7417","605927"
"27086","FOXP1","12CC4|HSPC215|MFH|QRF1|hFKH1B","3","ENSG00000114861","HGNC:3823","605515"
"27087","B3GAT1","CD57|GLCATP|GLCUATP|HNK1|LEU7|NK-1|NK1","11","ENSG00000109956","HGNC:921","151290"
"27089","UQCRQ","MC3DN4|QCR8|QP-C|QPC|UQCR7","5","ENSG00000164405","HGNC:29594","612080"
"27090","ST6GALNAC4","IV|SIAT3-C|SIAT3C|SIAT7-D|SIAT7D|ST6GALNACIV|ST6GalNAc","9","ENSG00000136840","HGNC:17846","606378"
"27091","CACNG5","-","17","ENSG00000075429","HGNC:1409","606405"
"27092","CACNG4","-","17","ENSG00000075461","HGNC:1408","606404"
"27094","KCNMB3","BKBETA3|HBETA3|K(VCA)BETA-3|KCNMB2|KCNMBL|SLO-BETA-3|SLOBETA3","3","ENSG00000171121","HGNC:6287","605222"
"27095","TRAPPC3","BET3","1","ENSG00000054116","HGNC:19942","610955"
"27097","TAF5L","PAF65B","1","ENSG00000135801","HGNC:17304",""
"27098","CLUL1","RA337M","18","ENSG00000079101","HGNC:2096","616990"
"27101","CACYBP","GIG5|PNAS-107|S100A6BP|SIP","1","ENSG00000116161","HGNC:30423","606186"
"27102","EIF2AK1","HCR|HRI|LEMSPAD|hHRI","7","ENSG00000086232","HGNC:24921","613635"
"27106","ARRDC2","CLONE24945|PP2703","19","ENSG00000105643","HGNC:25225",""
"27107","ZBTB11","MRT69|ZNF-U69274|ZNF913","3","ENSG00000066422","HGNC:16740","618181"
"27109","DMAC2L","ATP5S|ATPW|FB|HSU79253","14","ENSG00000125375","HGNC:18799","618579"
"27111","SDCBP2","SITAC|SITAC18|ST-2|ST2","20","ENSG00000125775","HGNC:15756","617358"
"27112","NALF2","CXorf63|FAM155B|TED|TMEM28|bB57D9.1","X","ENSG00000130054","HGNC:30701",""
"27113","BBC3","JFY-1|JFY1|PUMA","19","ENSG00000105327","HGNC:17868","605854"
"27115","PDE7B","bA472E5.1","6","ENSG00000171408","HGNC:8792","604645"
"27120","DKKL1","CT34|SGY|SGY-1|SGY1","19","ENSG00000104901","HGNC:16528","605418"
"27121","DKK4","DKK-4","8","ENSG00000104371","HGNC:2894","605417"
"27122","DKK3","CRRL|REIC|RIG","11","ENSG00000050165","HGNC:2893","605416"
"27123","DKK2","DKK-2","4","ENSG00000155011","HGNC:2892","605415"
"27124","INPP5J","INPP5|PIB5PA|PIPP","22","ENSG00000185133","HGNC:8956","606481"
"27125","AFF4","AF5Q31|CHOPS|MCEF","5","ENSG00000072364","HGNC:17869","604417"
"27127","SMC1B","SMC1BETA|SMC1L2","22","ENSG00000077935","HGNC:11112","608685"
"27128","CYTH4","CYT4|DJ63G5.1|PSCD4|cytohesin-4","22","ENSG00000100055","HGNC:9505","606514"
"27129","HSPB7","cvHSP","1","ENSG00000173641","HGNC:5249","610692"
"27130","INVS","INV|NPH2|NPHP2","9","ENSG00000119509","HGNC:17870","243305"
"27131","SNX5","-","20","ENSG00000089006","HGNC:14969","605937"
"27132","CPNE7","-","16","ENSG00000178773","HGNC:2320","605689"
"27133","KCNH5","DEE112|EAG2|H-EAG2|Kv10.2|hEAG2","14","ENSG00000140015","HGNC:6254","605716"
"27134","TJP3","ZO-3|ZO3","19","ENSG00000105289","HGNC:11829","612689"
"27136","MORC1","CT33|MORC|ZCW6","3","ENSG00000114487","HGNC:7198","603205"
"27141","CIDEB","-","14","ENSG00000136305","HGNC:1977","604441"
"27143","PALD1","KIAA1274|PALD","10","ENSG00000107719","HGNC:23530","614656"
"27145","FILIP1","FILIP|NMDF","6","ENSG00000118407","HGNC:21015","607307"
"27146","FAM184B","-","4","ENSG00000047662","HGNC:29235","619945"
"27147","DENND2A","FAM31D|KIAA1277","7","ENSG00000146966","HGNC:22212","620120"
"27148","STK36","CILD46|FU","2","ENSG00000163482","HGNC:17209","607652"
"27151","CPAMD8","ASGD8|K-CAP|VIP","19","ENSG00000160111","HGNC:23228","608841"
"27152","INTU","CPLANE4|INT|OFD17|PDZD6|PDZK6|SRTD20","4","ENSG00000164066","HGNC:29239","610621"
"27153","ZNF777","-","7","ENSG00000196453","HGNC:22213","619298"
"27154","BRPF3","-","6","ENSG00000096070","HGNC:14256","616856"
"27156","RSPH14","RTDR1","22","ENSG00000100218","HGNC:13437","605663"
"27158","NDOR1","CIAE1|NR1|bA350O14.9","9","ENSG00000188566","HGNC:29838","606073"
"27159","CHIA","AMCASE|CHIT2|TSA1902","1","ENSG00000134216","HGNC:17432","606080"
"27161","AGO2","CASC7|EIF2C2|LESKRES|LINC00980|PPD|Q10","8","ENSG00000123908","HGNC:3263","606229"
"27163","NAAA","ASAHL|PLT","4","ENSG00000138744","HGNC:736","607469"
"27164","SALL3","ZNF796","18","ENSG00000256463","HGNC:10527","605079"
"27165","GLS2","GA|GLS|LGA|hLGA","12","ENSG00000135423","HGNC:29570","606365"
"27166","PRELID1","CGI-106|PRELI|PX19|SBBI12","5","ENSG00000169230","HGNC:30255","605733"
"27173","SLC39A1","ZIP1|ZIRTL","1","ENSG00000143570","HGNC:12876","604740"
"27175","TUBG2","-","17","ENSG00000037042","HGNC:12419","605785"
"27177","IL36B","FIL1|FIL1-(ETA)|FIL1H|FILI-(ETA)|IL-1F8|IL-1H2|IL1-ETA|IL1F8|IL1H2","2","ENSG00000136696","HGNC:15564","605508"
"27178","IL37","FIL1|FIL1(ZETA)|FIL1Z|IL-1F7|IL-1H|IL-1H4|IL-1RP1|IL-23|IL-37|IL1F7|IL1H4|IL1RP1","2","ENSG00000125571","HGNC:15563","605510"
"27179","IL36A","FIL1|FIL1(EPSILON)|FIL1E|IL-1F6|IL1(EPSILON)|IL1F6","2","ENSG00000136694","HGNC:15562","605509"
"27180","SIGLEC9","CD329|CDw329|FOAP-9|OBBP-LIKE|siglec-9","19","ENSG00000129450","HGNC:10878","605640"
"27181","SIGLEC8","SAF2|SIGLEC-8|SIGLEC8L","19","ENSG00000105366","HGNC:10877","605639"
"27183","VPS4A","CIMDAG|SKD1|SKD1A|SKD2|VPS4|VPS4-1","16","ENSG00000132612","HGNC:13488","609982"
"27185","DISC1","C1orf136|SCZD9","1","ENSG00000162946","HGNC:2888","605210"
"27189","IL17C","CX2|IL-17C","16","ENSG00000124391","HGNC:5983","604628"
"27190","IL17B","IL-17B|IL-20|NIRF|ZCYTO7","5","ENSG00000127743","HGNC:5982","604627"
"27197","GPR82","-","X","ENSG00000171657","HGNC:4533","300748"
"27198","HCAR1","FKSG80|GPR104|GPR81|HCA1|LACR1|TA-GPCR|TAGPCR","12","ENSG00000196917","HGNC:4532","606923"
"27199","OXGR1","CAON2|GPR80|GPR99|P2RY15|P2Y15|aKGR","13","ENSG00000165621","HGNC:4531","606922"
"27201","GPR78","-","4","ENSG00000155269","HGNC:4528","606921"
"27202","C5AR2","C5L2|GPF77|GPR77","19","ENSG00000134830","HGNC:4527","609949"
"27229","TUBGCP4","76P|GCP-4|GCP4|Grip76|MCCRP3","15","ENSG00000137822","HGNC:16691","609610"
"27230","SERP1","RAMP4","3","ENSG00000120742","HGNC:10759","617674"
"27231","NMRK2","ITGB1BP3|MIBP|NRK2","19","ENSG00000077009","HGNC:17871","608705"
"27232","GNMT","HEL-S-182mP","6","ENSG00000124713","HGNC:4415","606628"
"27233","SULT1C4","SULT1C|SULT1C2","2","ENSG00000198075","HGNC:11457","608357"
"27235","COQ2","CL640|COQ10D1|MSA1|PHB:PPT","4","ENSG00000173085","HGNC:25223","609825"
"27236","ARFIP1","HSU52521","4","ENSG00000164144","HGNC:21496","605928"
"27237","ARHGEF16","GEF16|NBR","1","ENSG00000130762","HGNC:15515","618871"
"27238","GPKOW","GPATC5|GPATCH5|Mos2|Spp2|T54","X","ENSG00000068394","HGNC:30677","301003"
"27239","GPR162","A-2|GRCA","12","ENSG00000250510","HGNC:16693",""
"27240","SIT1","SIT|SIT-R","9","ENSG00000137078","HGNC:17710","604964"
"27241","BBS9","B1|C18|D1|PTHB1","7","ENSG00000122507","HGNC:30000","607968"
"27242","TNFRSF21","BM-018|CD358|DR6","6","ENSG00000146072","HGNC:13469","605732"
"27243","CHMP2A","BC-2|BC2|CHMP2|VPS2|VPS2A","19","ENSG00000130724","HGNC:30216","610893"
"27244","SESN1","PA26|SEST1","6","ENSG00000080546","HGNC:21595","606103"
"27245","AHDC1","MRD25|XIGIS","1","ENSG00000126705","HGNC:25230","615790"
"27246","RNF115","BCA2|RABRING7|ZFP364|ZNF364","1","ENSG00000265491","HGNC:18154","619535"
"27247","NFU1","CGI-33|HIRIP|HIRIP5|MMDFS|MMDS1|NIFUC|Nfu|NifU|SPG93","2","ENSG00000169599","HGNC:16287","608100"
"27248","ERLEC1","C2orf30|CIM|CL24936|CL25084|HEL117|XTP3-B|XTP3TPB","2","ENSG00000068912","HGNC:25222","611229"
"27249","MMADHC","C2orf25|CL25022|HMAD|MACD|MAHCD|cblD","2","ENSG00000168288","HGNC:25221","611935"
"27250","PDCD4","H731","10","ENSG00000150593","HGNC:8763","608610"
"27252","KLHL20","KHLHX|KLEIP|KLHLX","1","ENSG00000076321","HGNC:25056","617679"
"27253","PCDH17","PCDH68|PCH68","13","ENSG00000118946","HGNC:14267","611760"
"27254","CSDC2","PIPPIN|dJ347H13.2","22","ENSG00000172346","HGNC:30359","617689"
"27255","CNTN6","NB3","3","ENSG00000134115","HGNC:2176","607220"
"27257","LSM1","CASM|YJL124C","8","ENSG00000175324","HGNC:20472","607281"
"27258","LSM3","SMX4|USS2|YLR438C","3","ENSG00000170860","HGNC:17874","607283"
"27283","TINAG","TIN-AG","6","ENSG00000137251","HGNC:14599","606749"
"27284","SULT1B1","ST1B1|ST1B2|SULT1B2","4","ENSG00000173597","HGNC:17845","608436"
"27285","TEKT2","TEKTB1|TEKTIN-T|h-tektin-t","1","ENSG00000092850","HGNC:11725","608953"
"27286","SRPX2","BPP|CBPS|PMGX|RESDX|SRPUL","X","ENSG00000102359","HGNC:30668","300642"
"27287","VENTX","HPX42B|NA88A|VENTX2","10","ENSG00000151650","HGNC:13639","607158"
"27288","RBMXL2","HNRNPG-T|HNRNPGT|HNRPGT","11","ENSG00000170748","HGNC:17886","605444"
"27289","RND1","ARHS|RHO6|RHOS","12","ENSG00000172602","HGNC:18314","609038"
"27290","SPINK4","HEL136|PEC-60|PEC60","9","ENSG00000122711","HGNC:16646","613929"
"27291","R3HCC1L","C10orf28|GIDRP86|GIDRP88|PSORT","10","ENSG00000166024","HGNC:23512",""
"27292","DIMT1","DIM1|DIMT1L|HSA9761|HUSSY5","5","ENSG00000086189","HGNC:30217","612499"
"27293","SMPDL3B","ASML3B","1","ENSG00000130768","HGNC:21416","617737"
"27294","DHDH","2DD|HUM2DD","19","ENSG00000104808","HGNC:17887","606377"
"27295","PDLIM3","ALP","4","ENSG00000154553","HGNC:20767","605889"
"27296","TP53TG5","C20orf10|CLG01","20","ENSG00000124251","HGNC:15856","617316"
"27297","CRCP","C17|CGRP-RCP|CGRPRCP|POLR3I|POLR3J|RCP|RCP9|RPC9","7","ENSG00000241258","HGNC:17888","606121"
"27299","ADAMDEC1","M12.219","8","ENSG00000134028","HGNC:16299","606393"
"27300","ZNF544","-","19","ENSG00000198131","HGNC:16759",""
"27301","APEX2","APE2|APEXL2|XTH2|ZGRF2","X","ENSG00000169188","HGNC:17889","300773"
"27302","BMP10","-","2","ENSG00000163217","HGNC:20869","608748"
"27303","RBMS3","-","3","ENSG00000144642","HGNC:13427","605786"
"27304","MOCS3","UBA4","20","ENSG00000124217","HGNC:15765","609277"
"27306","HPGDS","GSTS|GSTS1|GSTS1-1|PGD2|PGDS","4","ENSG00000163106","HGNC:17890","602598"
"27309","ZNF330","HSA6591|NOA36","4","ENSG00000109445","HGNC:15462","609550"
"27314","RAB30","-","11","ENSG00000137502","HGNC:9770","605693"
"27315","PGAP2","CWH43-N|FRAG1|HPMRS3|MRT17|MRT21","11","ENSG00000148985","HGNC:17893","615187"
"27316","RBMX","HNRNPG|HNRPG|MRXS11|MRXSG|MRXSH|RBMXP1|RBMXRT|RNMX|hnRNP-G","X","ENSG00000147274","HGNC:9910","300199"
"27319","BHLHE22","BHLHB5|Beta3|Beta3a|CAGL85|TNRC20","8","ENSG00000180828","HGNC:11963","613483"
"27324","TOX3","CAGF9|TNRC9","16","ENSG00000103460","HGNC:11972","611416"
"27327","TNRC6A","CAGH26|FAME6|GW1|GW182|TNRC6","16","ENSG00000090905","HGNC:11969","610739"
"27328","PCDH11X","PCDH-X|PCDH-Y|PCDH11|PCDH11Y|PCDH22|PCDHX|PPP1R119","X","ENSG00000102290","HGNC:8656","300246"
"27329","ANGPTL3","ANG-5|ANGPT5|ANL3|FHBL2","1","ENSG00000132855","HGNC:491","604774"
"27330","RPS6KA6","PP90RSK4|RSK-4|RSK4|S6K-alpha-6|p90RSK6","X","ENSG00000072133","HGNC:10435","300303"
"27332","ZNF638","NP220|ZFML|Zfp638","2","ENSG00000075292","HGNC:17894","614349"
"27333","GOLIM4","GIMPC|GOLPH4|GPP130|P138","3","ENSG00000173905","HGNC:15448","606805"
"27334","P2RY10","LPS2|LYPSR2|P2Y10","X","ENSG00000078589","HGNC:19906","300529"
"27335","EIF3K","ARG134|EIF3-p28|EIF3S12|HSPC029|M9|MSTP001|PLAC-24|PLAC24|PRO1474|PTD001","19","ENSG00000178982","HGNC:24656","609596"
"27336","HTATSF1","TAT-SF1|TATSF1|dJ196E23.2","X","ENSG00000102241","HGNC:5276","300346"
"27338","UBE2S","E2-EPF|E2EPF|EPF5","19","ENSG00000108106","HGNC:17895","610309"
"27339","PRPF19","NMP200|PRP19|PSO4|SNEV|UBOX4|hPSO4","11","ENSG00000110107","HGNC:17896","608330"
"27340","UTP20","1A6/DRIM|DRIM","12","ENSG00000120800","HGNC:17897","612822"
"27341","RRP7A","BK126B4.3|CGI-96|MCPH28|Rrp7","22","ENSG00000189306","HGNC:24286","619449"
"27342","RABGEF1","RABEX5|RAP1|rabex-5","7","ENSG00000154710","HGNC:17676","609700"
"27343","POLL","BETAN|POLKAPPA","10","ENSG00000166169","HGNC:9184","606343"
"27344","PCSK1N","BigLEN|PEN|PROSAAS|SAAS|SCG8|SgVIII","X","ENSG00000102109","HGNC:17301","300399"
"27345","KCNMB4","-","12","ENSG00000135643","HGNC:6289","605223"
"27346","TMEM97","MAC30|S2R|sigma2R","17","ENSG00000109084","HGNC:28106","612912"
"27347","STK39","DCHT|PASK|SPAK","2","ENSG00000198648","HGNC:17717","607648"
"27348","TOR1B","DQ1","9","ENSG00000136816","HGNC:11995","608050"
"27349","MCAT","FASN2C|MCT|MCT1|MT|NET62|OPA15|fabD","22","ENSG00000100294","HGNC:29622","614479"
"27350","APOBEC3C","A3C|APOBEC1L|ARDC2|ARDC4|ARP5|PBI|bK150C2.3","22","ENSG00000244509","HGNC:17353","607750"
"27351","DESI1","D15Wsu75e|DESI2|DJ347H13.4|DeSI-1|FAM152B|POST|PPPDE2","22","ENSG00000100418","HGNC:24577","614637"
"27352","SGSM3","CIP85|MAP|RABGAP5|RUSC3|RUTBC3|RabGAP-5|rabGAPLP","22","ENSG00000100359","HGNC:25228","610440"
"27429","HTRA2","MGCA8|OMI|PARK13|PRSS25","2","ENSG00000115317","HGNC:14348","606441"
"27430","MAT2B","MAT-II|MATIIbeta|Nbla02999|SDR23E1|TGR","5","ENSG00000038274","HGNC:6905","605527"
"27433","TOR2A","TORP1","9","ENSG00000160404","HGNC:11996","608052"
"27434","POLM","Pol Mu|Tdt-N","7","ENSG00000122678","HGNC:9185","606344"
"27436","EML4","C2orf2|ELP120|EMAP-4|EMAPL4|ROPP120","2","ENSG00000143924","HGNC:1316","607442"
"27439","TMEM121B","CECR6","22","ENSG00000183307","HGNC:1844",""
"27440","HDHD5","CECR5","22","ENSG00000069998","HGNC:1843",""
"27443","CECR2","-","22","ENSG00000099954","HGNC:1840","607576"
"27445","PCLO","ACZ|PCH3","7","ENSG00000186472","HGNC:13406","604918"
"28227","PPP2R3B","NYREN8|PPP2R3L|PPP2R3LY|PR48|PR70","X|Y","ENSG00000292327","HGNC:13417","300339"
"28231","SLCO4A1","OATP-E|OATP1|OATP4A1|OATPE|OATPRP1|POAT|SLC21A12","20","ENSG00000101187","HGNC:10953","612436"
"28232","SLCO3A1","OATP-D|OATP-RP3|OATP3A1|OATPD|OATPRP3|SLC21A11","15","ENSG00000176463","HGNC:10952","612435"
"28234","SLCO1B3","HBLRR|LST-2|LST-3TM13|LST3|OATP-8|OATP1B3|OATP8|SLC21A8","12","ENSG00000111700","HGNC:10961","605495"
"28316","CDH20","CDH7L3|Cdh7","18","ENSG00000101542","HGNC:1760","605807"
"28511","NKIRAS2","KBRAS2|kappaB-Ras2","17","ENSG00000168256","HGNC:17898","604497"
"28512","NKIRAS1","KBRAS1|kappaB-Ras1","3","ENSG00000197885","HGNC:17899","604496"
"28513","CDH19","CDH7|CDH7L2","18","ENSG00000071991","HGNC:1758","603016"
"28514","DLL1","DELTA1|DL1|Delta|NEDBAS","6","ENSG00000198719","HGNC:2908","606582"
"28951","TRIB2","C5FW|GS3955|TRB2","2","ENSG00000071575","HGNC:30809","609462"
"28952","CCDC22","CXorf37|JM1|RTSC2","X","ENSG00000101997","HGNC:28909","300859"
"28954","REM1","GD:REM|GES","20","ENSG00000088320","HGNC:15922","610388"
"28955","DEXI","MYLE","16","ENSG00000182108","HGNC:13267","617901"
"28956","LAMTOR2","ENDAP|HSPC003|MAPBPIP|MAPKSP1AP|ROBLD3|Ragulator2|p14","1","ENSG00000116586","HGNC:29796","610389"
"28957","MRPS28","COXPD47|HSPC007|MRP-S28|MRP-S35|MRPS35","8","ENSG00000147586","HGNC:14513","611990"
"28958","COA3","CCDC56|COX25|HSPC009|MC4DN14|MITRAC12|hCOA3","17","ENSG00000183978","HGNC:24990","614775"
"28959","TMEM176B","LR8|MS4B2","7","ENSG00000106565","HGNC:29596","610385"
"28960","DCPS","ARS|DCS1|HINT-5|HINT5|HSL1|HSPC015","11","ENSG00000110063","HGNC:29812","610534"
"28962","OSTM1","GIPN|GL|HSPC019|OPTB5","6","ENSG00000081087","HGNC:21652","607649"
"28964","GIT1","p95-APP1","17","ENSG00000108262","HGNC:4272","608434"
"28965","SLC27A6","ACSVL2|FACVL2|FATP6|VLCS-H1","5","ENSG00000113396","HGNC:11000","604196"
"28966","SNX24","PRO1284|SBBI31","5","ENSG00000064652","HGNC:21533",""
"28968","SLC6A16","NT5|NTT5","19","ENSG00000063127","HGNC:13622","607972"
"28969","BZW2","5MP1|HSPC028|MST017|MSTP017","7","ENSG00000136261","HGNC:18808","619275"
"28970","C11orf54","MEEP|PTD012|PTOD012","11","ENSG00000182919","HGNC:30204","615810"
"28971","AAMDC","C11orf67|CK067|PTD015","11","ENSG00000087884","HGNC:30205","620474"
